"wildcard","name","slug_name","description",cover_image_id
"nvum","Nini & Vina Uyen My","nini-vina-uyen-my","NULL",0
"hnnkk","Ho Ngoc Nhu-Kevin Khoa","ho-ngoc-nhu-kevin-khoa","NULL",0
"dtlq","Dan Truong-Le Quyen","dan-truong-le-quyen","NULL",0
"kcpn","Kim Cuc-Phi Nguyen","kim-cuc-phi-nguyen","NULL",0
"vv","Vi Van","vi-van","NULL",0
"hnlt","Hong Nhung-Lam Truong","hong-nhung-lam-truong","NULL",0
"dnh","Dalena & Nguyen Hung","dalena-nguyen-hung","NULL",0
"dpa","Dinh Phuong Anh","dinh-phuong-anh","NULL",0
"hclgb","Hoang Chau & Luu Gia Bao","hoang-chau-luu-gia-bao","NULL",0
"csd","Cardin & Sy Dan","cardin-sy-dan","NULL",0
"hb","Ho Bac","ho-bac","NULL",0
"hv","Hoang Viet","hoang-viet","NULL",0
"tqt","Truong Quang Tuan","truong-quang-tuan","NULL",0
"fbtp","FB Boiz-Trang Phap","fb-boiz-trang-phap","NULL",0
"ml","Mimi Le","mimi-le","NULL",0
"kllm","Khanh Lan & Lam Minh","khanh-lan-lam-minh","NULL",0
"k","khacviet","khacviet","NULL",0
"gt","Giang Tu","giang-tu","NULL",0
"kl","Kim Loan","kim-loan","NULL",0
"tcp","Tran Canh Phuc","tran-canh-phuc","NULL",0
"ltvmh","Lam Thuy Van & Minh Hieu","lam-thuy-van-minh-hieu","NULL",0
"nhna","Nguyen Hung & Ngoc Anh","nguyen-hung-ngoc-anh","NULL",0
"ltn","La Tuyet Nhi","la-tuyet-nhi","NULL",0
"pdtp","Phuong Dai & Thanh Phong","phuong-dai-thanh-phong","NULL",0
"hltnltt","Ho Le Thu & Nhu Loan & Thanh Truc","ho-le-thu-nhu-loan-thanh-truc","NULL",0
"khkp","Khanh Hong-Kim Phuong","khanh-hong-kim-phuong","NULL",0
"vm","V Music","v-music","NULL",0
"pht","Phan Hoang Tam","phan-hoang-tam","NULL",0
"bckp","Bang Cuong-Khanh Phuong","bang-cuong-khanh-phuong","NULL",0
"j","Joy","joy","NULL",0
"my","Margaet yang","margaet-yang","NULL",0
"tntsd","Tang Nhat Tue-Ship Dee","tang-nhat-tue-ship-dee","NULL",0
"tcyl","Tuan Cuong & Y Lan","tuan-cuong-y-lan","NULL",0
"lbtl","Luu Bich-Trinh Lam","luu-bich-trinh-lam","NULL",0
"ctgt","Che Thanh-Giang Tien","che-thanh-giang-tien","NULL",0
"lctth","Loan Chau & Tran Thai Hoa","loan-chau-tran-thai-hoa","NULL",0
"jhtl","Joseph Hieu & Thanh Lan","joseph-hieu-thanh-lan","NULL",0
"bygt","Bao Yen-Giang Tu","bao-yen-giang-tu","NULL",0
"mlhyp","Mai Le Huyen & Y Phuong","mai-le-huyen-y-phuong","NULL",0
"dtldtl","Dang The Luan & Dang The Luan","dang-the-luan-dang-the-luan","NULL",0
"hnkv","Hong Ngoc-Khang Viet","hong-ngoc-khang-viet","NULL",0
"lb","Linh Bina","linh-bina","NULL",0
"tl","Thien Long","thien-long","NULL",0
"dt","Dan Truog","dan-truog","NULL",0
"gttn","Giao Tien & Thao Nguyen","giao-tien-thao-nguyen","NULL",0
"mq","Minh Quy","minh-quy","NULL",0
"tv","Tuan Van","tuan-van","NULL",0
"tv","Tấn Văn","tan-van","NULL",0
"hbk","Huynh Bao Khang","huynh-bao-khang","NULL",0
"f","F29966","f29966","NULL",0
"thk","Tran Hong Kiet","tran-hong-kiet","NULL",0
"ltqts","Luong Tung Quang & The Son","luong-tung-quang-the-son","NULL",0
"hnlnvc","Hoang Nghi Lam-Nguyen Van Chung","hoang-nghi-lam-nguyen-van-chung","NULL",0
"psp","Pham Si Phu","pham-si-phu","NULL",0
"mvvmh","Minh Vuong-Van Mai Huong","minh-vuong-van-mai-huong","NULL",0
"dntlnhtn","Doan Nhat Trung & Lam Nhat Huy & Tran Nguyen","doan-nhat-trung-lam-nhat-huy-tran-nguyen","NULL",0
"hnm","Hoang Nhat Minh","hoang-nhat-minh","NULL",0
"nhtd","Ngan Hanh & Tien Dung","ngan-hanh-tien-dung","NULL",0
"nnq","Nini & Nhat Quan","nini-nhat-quan","NULL",0
"tdvat","Thuy Duong & Vu Anh Tuan","thuy-duong-vu-anh-tuan","NULL",0
"bkml","Bang Kieu & My Linh","bang-kieu-my-linh","NULL",0
"dlvk","Diem Lien & Vu Khanh","diem-lien-vu-khanh","NULL",0
"tny","Trieu Ngoc Yen","trieu-ngoc-yen","NULL",0
"lntth","Lam Nhat Tien-Thanh Ha","lam-nhat-tien-thanh-ha","NULL",0
"bkth","Bang Kieu & Thanh Ha","bang-kieu-thanh-ha","NULL",0
"db","Drive By","drive-by","NULL",0
"qhvo","Quang Ha-Vy Oanh","quang-ha-vy-oanh","NULL",0
"lhqaa","Lam Hung-Quach An An","lam-hung-quach-an-an","NULL",0
"nyqtd","Nhu Y-Quach Tuan Du","nhu-y-quach-tuan-du","NULL",0
"bcklq","Bang Cuong-Kim Le Quyen","bang-cuong-kim-le-quyen","NULL",0
"hvht","Ha Vy-Huong Thuy","ha-vy-huong-thuy","NULL",0
"lc","Lan Chi","lan-chi","NULL",0
"ktpnpl","Kha Tu & Phi Nhung & Phuong Lan","kha-tu-phi-nhung-phuong-lan","NULL",0
"hkht","Henry-Kyu Hyun-Taemin","henry-kyu-hyun-taemin","NULL",0
"avns","Ai Van & Nhat Sinh","ai-van-nhat-sinh","NULL",0
"nkntntptv","Nha Khanh-Nhom Thieu Nhi Thanh Pho-Thien Van","nha-khanh-nhom-thieu-nhi-thanh-pho-thien-van","NULL",0
"ghltph","Gia Huy & Le Tam & Philip Huy","gia-huy-le-tam-philip-huy","NULL",0
"nqqk","Nhu Quynh-Quoc Khanh","nhu-quynh-quoc-khanh","NULL",0
"lpnhp","Linh Phi-Nguyen Hai Phong","linh-phi-nguyen-hai-phong","NULL",0
"ndl","NSUT Duong Lieu","nsut-duong-lieu","NULL",0
"thvql","Thuy Hanh-Van Quang Long","thuy-hanh-van-quang-long","NULL",0
"sk","Sill Kay","sill-kay","NULL",0
"dgt","Doan Gia Tuan","doan-gia-tuan","NULL",0
"mtvt","Minh Tri-Vy Tran","minh-tri-vy-tran","NULL",0
"dpldtd","Doan Phi-Lindsey Do Tien Dung","doan-phi-lindsey-do-tien-dung","NULL",0
"nqstt","Nhu Quynh & Shayla & Thanh Truc","nhu-quynh-shayla-thanh-truc","NULL",0
"hlttl","Ho Le Thu-Trinh Lam","ho-le-thu-trinh-lam","NULL",0
"ej","Elton John","elton-john","NULL",0
"tdth","Trung Duc-Thu Hien","trung-duc-thu-hien","NULL",0
"mtsnk","Mai Thanh Son & Nguyen Khang","mai-thanh-son-nguyen-khang","NULL",0
"dktv","Duy Khiem & Thuy Vi","duy-khiem-thuy-vi","NULL",0
"tth","Tran Thanh-Hari","tran-thanh-hari","NULL",0
"tthw","Trấn Thành & Hari Won","tran-thanh-hari-won","NULL",0
"nhth","Nguyen Hau-Tran Hoang","nguyen-hau-tran-hoang","NULL",0
"tt","Thai Tu","thai-tu","NULL",0
"qtn","QBoy-Trieu Nam","qboy-trieu-nam","NULL",0
"lntnl","Lam Nhat Tien & Nhu Loan","lam-nhat-tien-nhu-loan","NULL",0
"ht","Hoang Tho","hoang-tho","NULL",0
"pbntqkhfp","Pham Bao Nam-Trung Quan-Khac Hung-Fit Phuong","pham-bao-nam-trung-quan-khac-hung-fit-phuong","NULL",0
"nsp","Natasha St Pier","natasha-st-pier","NULL",0
"dcv","Duong Chi Vinh","duong-chi-vinh","NULL",0
"kb","K6 Band","k6-band","NULL",0
"at","Anna Truong","anna-truong","NULL",0
"ht","Huong Tho","huong-tho","NULL",0
"tp","Thien Phu","thien-phu","NULL",0
"ut","Uyen Thuy","uyen-thuy","NULL",0
"nnt","Nhom Nhac Tre","nhom-nhac-tre","NULL",0
"dnykhtv","Da Nhat Yen & Kim Huyen & Thuy Vi","da-nhat-yen-kim-huyen-thuy-vi","NULL",0
"akh","Anh Kiet-HAT","anh-kiet-hat","NULL",0
"cbh","Cao Ba Hung","cao-ba-hung","NULL",0
"hh","Huynh Huu","huynh-huu","NULL",0
"hltv","Hoang Lan-Truong Vu","hoang-lan-truong-vu","NULL",0
"dqbs","Duy Quang & Billy Shane","duy-quang-billy-shane","NULL",0
"epm","Elvis Phuong-m","elvis-phuong-m","NULL",0
"phsp","Philip Huy & Si Phu","philip-huy-si-phu","NULL",0
"phsp","Philip Huy & Sy Phu","philip-huy-sy-phu","NULL",0
"blg","Boys Like Girls","boys-like-girls","NULL",0
"dp","Duy Phuc","duy-phuc","NULL",0
"ltp","Lam Thanh Phong","lam-thanh-phong","NULL",0
"jzr","Jay-Z-Rihanna","jay-z-rihanna","NULL",0
"f","Five","five","NULL",0
"sw","Shane Ward","shane-ward","NULL",0
"7cs","70 Ca Sy","70-ca-sy","NULL",0
"dtfcl","Dan Truong ft Cam Ly","dan-truong-ft-cam-ly","NULL",0
"lc","Le Cuong","le-cuong","NULL",0
"tvvd","Thuy Vi & Viet Dzung","thuy-vi-viet-dzung","NULL",0
"xmj","Xuan Mai-Jl","xuan-mai-jl","NULL",0
"a4c","Asia 4 & Chosen","asia-4-chosen","NULL",0
"ltqmtd","Luong Tung Quang & Mai Tien Dung","luong-tung-quang-mai-tien-dung","NULL",0
"mlt","Miko Lan Trinh","miko-lan-trinh","NULL",0
"vdn","Vo Dinh Nam","vo-dinh-nam","NULL",0
"ttb","Trinh Thanh Binh","trinh-thanh-binh","NULL",0
"mdpn","Manh Dinh & Phi Nhung","manh-dinh-phi-nhung","NULL",0
"tvh","Tuyet Van Ha","tuyet-van-ha","NULL",0
"pn","Phi Nga","phi-nga","NULL",0
"nt","Ngo Truong","ngo-truong","NULL",0
"nk","Nni Khanh","nni-khanh","NULL",0
"un","Uyen Nhy","uyen-nhy","NULL",0
"mtqd","Minh Tuyet-Quang Dung","minh-tuyet-quang-dung","NULL",0
"lts","Ly Thai Son","ly-thai-son","NULL",0
"hnhmc","Helena Ngoc Hong-Minh Chanh","helena-ngoc-hong-minh-chanh","NULL",0
"mch","Minh Chanh & Helena","minh-chanh-helena","NULL",0
"kanq","Ky Anh-Nhu Quynh","ky-anh-nhu-quynh","NULL",0
"md","Minh Dung","minh-dung","NULL",0
"mqt","Mai Quoc Thien","mai-quoc-thien","NULL",0
"mtwta","My Tam-Wanbi Tuan Anh","my-tam-wanbi-tuan-anh","NULL",0
"hopd","Hoang Oanh-Phuong Dung","hoang-oanh-phuong-dung","NULL",0
"klnnn","Khanh Ly-Nguyen Ngoc Ngan","khanh-ly-nguyen-ngoc-ngan","NULL",0
"nh","Nha Hoa","nha-hoa","NULL",0
"lqlgt","Lam Quang Long-Giang Tien","lam-quang-long-giang-tien","NULL",0
"lslal","Le Sang-Luu Anh Loan","le-sang-luu-anh-loan","NULL",0
"t","TienTien","tientien","NULL",0
"ht","Hoang Tung","hoang-tung","NULL",0
"dqh","Do Quoc Hung","do-quoc-hung","NULL",0
"qmth","Quang Man-Tuan Hung","quang-man-tuan-hung","NULL",0
"ttl","Tran Thanh Long","tran-thanh-long","NULL",0
"dct","Duong Chi Thanh","duong-chi-thanh","NULL",0
"cnh","Chau Ngoc Hieu","chau-ngoc-hieu","NULL",0
"kdtdt","Khang Duy-Thanh Duc Trung","khang-duy-thanh-duc-trung","NULL",0
"cbn","Cao Bao Ngoc","cao-bao-ngoc","NULL",0
"thtt","Truong Hiep-Thy Trang","truong-hiep-thy-trang","NULL",0
"hqhlt","Ho Quynh Huong-Lam Truong","ho-quynh-huong-lam-truong","NULL",0
"kvqm","Khang Viet-Quang Man","khang-viet-quang-man","NULL",0
"att","AiTai-Thao Teen","aitai-thao-teen","NULL",0
"tt","Thao Teen","thao-teen","NULL",0
"btdtv","Bao Thy-Duong Trieu Vu","bao-thy-duong-trieu-vu","NULL",0
"vdkr","Vu Duy Khanh-RuBy","vu-duy-khanh-ruby","NULL",0
"ha","Hong Anh","hong-anh","NULL",0
"tgvht","Tong Gia Vy-Helen Tran","tong-gia-vy-helen-tran","NULL",0
"ta","Thien Ai","thien-ai","NULL",0
"jp","JN-P","jn-p","NULL",0
"dta","David Tuan Anh","david-tuan-anh","NULL",0
"knhpp","Kaisoul-Nhu Hexi-Phuc Pin","kaisoul-nhu-hexi-phuc-pin","NULL",0
"ddv","Dinh Dai Vu","dinh-dai-vu","NULL",0
"vmv","Vu Minh Vuong","vu-minh-vuong","NULL",0
"mb","Minh Beta","minh-beta","NULL",0
"m","Minh","minh","NULL",0
"jp","Jan Phan","jan-phan","NULL",0
"jp","Jang Phan","jang-phan","NULL",0
"md","Manh Dung","manh-dung","NULL",0
"hasc","Hoang AXN-Son Ca","hoang-axn-son-ca","NULL",0
"hcpb","Hoang Chau-Phi Bang","hoang-chau-phi-bang","NULL",0
"hqlth","Ho Quang Loc-Trung Hau","ho-quang-loc-trung-hau","NULL",0
"dtnt","Duc Tuan-Ngoc Tuyen","duc-tuan-ngoc-tuyen","NULL",0
"mu","Minh Uyen","minh-uyen","NULL",0
"lbbms","Le Bao Binh-Mr Saker","le-bao-binh-mr-saker","NULL",0
"mt","Mai Tuan","mai-tuan","NULL",0
"tv","Tien Vinh","tien-vinh","NULL",0
"dai","Duyen Anh Idol","duyen-anh-idol","NULL",0
"hvqv","Huy Vu-Quynh Vi","huy-vu-quynh-vi","NULL",0
"ny","Ngoc Yuly","ngoc-yuly","NULL",0
"kavdk","Khac Anh-Vu Duy Khanh","khac-anh-vu-duy-khanh","NULL",0
"kn","Ken Nguyen","ken-nguyen","NULL",0
"bktp","Bang Kieu-Thu Phuong","bang-kieu-thu-phuong","NULL",0
"lbhnkh","Luong Bich Huu-Ngo Kien Huy","luong-bich-huu-ngo-kien-huy","NULL",0
"mthb","Mr T-Ha Bi","mr-t-ha-bi","NULL",0
"hlht","Huong Lan-Huong Thuy","huong-lan-huong-thuy","NULL",0
"bc","Bao Cat","bao-cat","NULL",0
"hm","Huong Mai","huong-mai","NULL",0
"ttt","Tran Thanh Thao","tran-thanh-thao","NULL",0
"yb","Yanbi-Bueno","yanbi-bueno","NULL",0
"hnltp","Hoang Nhat Linh-Tuy Phong","hoang-nhat-linh-tuy-phong","NULL",0
"nptpv","Noo Phuoc Thinh-Phuong Vy","noo-phuoc-thinh-phuong-vy","NULL",0
"pnqtd","Phi Nhung-Quach Tuan Du","phi-nhung-quach-tuan-du","NULL",0
"attl","Anh Tuyet-Thuy Long","anh-tuyet-thuy-long","NULL",0
"mnh","Moonpie Ngoc Hang","moonpie-ngoc-hang","NULL",0
"ey","Elliott Yamin","elliott-yamin","NULL",0
"f","Foreigner","foreigner","NULL",0
"a","Avicii","avicii","NULL",0
"cl","Cher Lloyd","cher-lloyd","NULL",0
"dbhg","Drew Barrymore-Hugh Grant","drew-barrymore-hugh-grant","NULL",0
"ar","AJ Rafael","aj-rafael","NULL",0
"cpsg","Charlie Puth & Selena Gomez","charlie-puth-selena-gomez","NULL",0
"t","TaeYang","taeyang","NULL",0
"sp","Simple Plan","simple-plan","NULL",0
"pnsd","Phi Nhung-Sy Dan","phi-nhung-sy-dan","NULL",0
"am","Austin Mahone","austin-mahone","NULL",0
"hsm","High School Musical","high-school-musical","NULL",0
"b","Bros","bros","NULL",0
"mm","Mandy Moore","mandy-moore","NULL",0
"al","Avril Lavigne","avril-lavigne","NULL",0
"cl","Chris Le","chris-le","NULL",0
"w","Wham","wham","NULL",0
"tytb","Tata Young-Thanh Bui","tata-young-thanh-bui","NULL",0
"a","Andree","andree","NULL",0
"tw","The Weekend","the-weekend","NULL",0
"bn","Blackmores Night","blackmores-night","NULL",0
"dg","Delta Goodrem","delta-goodrem","NULL",0
"cb","Chris Brown","chris-brown","NULL",0
"clmp","Cher Lloyd-Mike Posner","cher-lloyd-mike-posner","NULL",0
"dgu","David Guetta-Usher","david-guetta-usher","NULL",0
"dc","David Choi","david-choi","NULL",0
"m","MagicZ","magicz","NULL",0
"vbn","Vuong Bang Nhi","vuong-bang-nhi","NULL",0
"vkmt","Vuong Khang-Minh Trang","vuong-khang-minh-trang","NULL",0
"bnhnd","Bao Nhi-Huynh Nhat Dong","bao-nhi-huynh-nhat-dong","NULL",0
"cshlcv","Cao Sy Hung-Luu Chi Vy","cao-sy-hung-luu-chi-vy","NULL",0
"tb","The Beel","the-beel","NULL",0
"hatxl","Ha Anh Tuan-Xuan Lan","ha-anh-tuan-xuan-lan","NULL",0
"dakm","Duy Anh-Khoi My","duy-anh-khoi-my","NULL",0
"nknht","Nguyen Khoi-Nhat Hoang Tan","nguyen-khoi-nhat-hoang-tan","NULL",0
"nth","Nguyen Thanh Hung","nguyen-thanh-hung","NULL",0
"jelk","JustaTee-Emily-Lil Knight","justatee-emily-lil-knight","NULL",0
"dtppdh","Dang Truong Phat & Phuong Diem Hanh","dang-truong-phat-phuong-diem-hanh","NULL",0
"dkdtl","Duy Khanh & Dang The Luan","duy-khanh-dang-the-luan","NULL",0
"hc","Ha Chuong","ha-chuong","NULL",0
"nddh","Nhat Duy-Diem Hong","nhat-duy-diem-hong","NULL",0
"tt","Tuyet Thanh","tuyet-thanh","NULL",0
"nk","Nii Khanh","nii-khanh","NULL",0
"tc","Tugn Chau","tugn-chau","NULL",0
"ckpnt","Chau Khai Phong-Ngoc Thuy","chau-khai-phong-ngoc-thuy","NULL",0
"hk","Ho Kim","ho-kim","NULL",0
"cdtk","Chuong Dan-Tan Khanh","chuong-dan-tan-khanh","NULL",0
"gnqh","Giang Ngoc-Quang Ha","giang-ngoc-quang-ha","NULL",0
"lhn","Le Hoang Nhi","le-hoang-nhi","NULL",0
"navd","Nguyet Anh-Viet Dzung","nguyet-anh-viet-dzung","NULL",0
"g","G","g","NULL",0
"qhtt","Quang Ha-Thu Trang","quang-ha-thu-trang","NULL",0
"tnh","Tra Ngoc Hang","tra-ngoc-hang","NULL",0
"nv","Ngi Van","ngi-van","NULL",0
"mt","Minh Thi","minh-thi","NULL",0
"ps","Pang Sisters","pang-sisters","NULL",0
"rp","Roy P","roy-p","NULL",0
"dqnhts","Duy Quang-Nguyen Hung-The Son","duy-quang-nguyen-hung-the-son","NULL",0
"dnthl","Duong Ngoc Thai-Hoai Linh","duong-ngoc-thai-hoai-linh","NULL",0
"tbttbt","Thieu Bao Trang-Thieu Bao Tram","thieu-bao-trang-thieu-bao-tram","NULL",0
"hokl","Hoang Oanh-Khanh Ly","hoang-oanh-khanh-ly","NULL",0
"nltt","Nhu Loan-Thanh Truc","nhu-loan-thanh-truc","NULL",0
"vth","Vuong Thien Hao","vuong-thien-hao","NULL",0
"dtkhqs","Duong Tuan Kiet-Ho Quang Son","duong-tuan-kiet-ho-quang-son","NULL",0
"qhtn","Quang Ha & Trang Nhung","quang-ha-trang-nhung","NULL",0
"hs","Hoang Sky","hoang-sky","NULL",0
"tdtk","Thuy Duong-Tuan Khuong","thuy-duong-tuan-khuong","NULL",0
"dbclbt","Doan Ba Chi-Lam Bao Tran","doan-ba-chi-lam-bao-tran","NULL",0
"lbp","Lam Bao Phi","lam-bao-phi","NULL",0
"httt","Huong Thuy-Toc Tien","huong-thuy-toc-tien","NULL",0
"bhnltq","Bao Han-Nhu Loan-Tu Quyen","bao-han-nhu-loan-tu-quyen","NULL",0
"npll","Ngoc Pop-Lynk Lee","ngoc-pop-lynk-lee","NULL",0
"kt","Khanh Thi","khanh-thi","NULL",0
"hshp","Hoai Son-Ha Phuong","hoai-son-ha-phuong","NULL",0
"ntpqb","Nam Trieu Phong-Quach Beem","nam-trieu-phong-quach-beem","NULL",0
"lctuhp","Le Chi Trung-Ung Hoang Phuc","le-chi-trung-ung-hoang-phuc","NULL",0
"c","Carpenters","carpenters","NULL",0
"hqhll","Ho Quang Hieu-Linh Lan","ho-quang-hieu-linh-lan","NULL",0
"htth","Huyen Trang-Trieu Hoang","huyen-trang-trieu-hoang","NULL",0
"ms3","Min (St 319)","min-st-319","NULL",0
"r","Rhymastic","rhymastic","NULL",0
"vb","Van Burin","van-burin","NULL",0
"nhnkh","Nguyen Hau-Nguyen Khanh Ha","nguyen-hau-nguyen-khanh-ha","NULL",0
"dtmltt","Dan Truong-Miu Le-Tran Thanh","dan-truong-miu-le-tran-thanh","NULL",0
"tn","Thien Ngan","thien-ngan","NULL",0
"dt","Dai Tien","dai-tien","NULL",0
"dmqh","Duy Manh-Quang Huy","duy-manh-quang-huy","NULL",0
"k","Kasim","kasim","NULL",0
"dkzzzt","Duy Khanh Zhou Zhou-Zunny Tran","duy-khanh-zhou-zhou-zunny-tran","NULL",0
"tlvht","Trieu Loc-Vo Ha Tram","trieu-loc-vo-ha-tram","NULL",0
"nkhktq","Ngo Kien Huy-Khong Tu Quynh","ngo-kien-huy-khong-tu-quynh","NULL",0
"am","Arisa Mach","arisa-mach","NULL",0
"ctl","Cong Thanh-Lyn","cong-thanh-lyn","NULL",0
"ha","Ha Anh","ha-anh","NULL",0
"i3o","Isaac (365)-OnlyC","isaac-365-onlyc","NULL",0
"i3","Isaac 365","isaac-365","NULL",0
"qm","Quynh My","quynh-my","NULL",0
"hcpdt","Hoang Chau-Phan Dinh Tung","hoang-chau-phan-dinh-tung","NULL",0
"kcv","Khang Chi Vi","khang-chi-vi","NULL",0
"bwr","Bonnie-Worm Red","bonnie-worm-red","NULL",0
"qldnt","Quang Le-Duong Ngoc Thai","quang-le-duong-ngoc-thai","NULL",0
"mf","Mai Fin","mai-fin","NULL",0
"lcvdhl","Luu Chi Vy & Duong Hong Loan","luu-chi-vy-duong-hong-loan","NULL",0
"hndlh","Huynh Nhat Dong-Ly Hai","huynh-nhat-dong-ly-hai","NULL",0
"hd","Huy Dat","huy-dat","NULL",0
"bt","BB Thy","bb-thy","NULL",0
"vhnm","Vu Hanh Nguyen-Mr","vu-hanh-nguyen-mr","NULL",0
"cthv","Che Thien-Ha Vy","che-thien-ha-vy","NULL",0
"qdmt","Quang Dung-My Tam","quang-dung-my-tam","NULL",0
"bnkn","Bao Nhi-Ken Nguyen","bao-nhi-ken-nguyen","NULL",0
"ctnm","Cao Trung-Nhat Minh","cao-trung-nhat-minh","NULL",0
"nh","Nam Hee","nam-hee","NULL",0
"es","Erik st","erik-st","NULL",0
"cs","Cuong Seven","cuong-seven","NULL",0
"tw","True Worshippers","true-worshippers","NULL",0
"br","B Rock","b-rock","NULL",0
"u","Unknown","unknown","NULL",0
"jw","Jacob Whitesides","jacob-whitesides","NULL",0
"dttfb","Đoàn Thùy Trang ft BigDaddy","doan-thuy-trang-ft-bigdaddy","NULL",0
"xfy","Xesi ft Yamix","xesi-ft-yamix","NULL",0
"oc","Only C","only-c","NULL",0
"m","Mr.Siro","mrsiro","NULL",0
"mfk","MTV ft Karik","mtv-ft-karik","NULL",0
"j","Jaykii","jaykii","NULL",0
"bhdn","Bùi Hoàng Đức Nam","bui-hoang-duc-nam","NULL",0
"lhfoc","Lou Hoàng ft Only C","lou-hoang-ft-only-c","NULL",0
"d","ĐạtG","datg","NULL",0
"dflc","Đen ft Linh Cáo","den-ft-linh-cao","NULL",0
"lhp","LƯU HỮU PHƯỚC","luu-huu-phuoc","NULL",0
"nl","NGỌC LỄ","ngoc-le","NULL",0
"tp","TRÚC PHƯƠNG","truc-phuong","NULL",0
"nht","NGUYỄN HỮU THIẾT","nguyen-huu-thiet","NULL",0
"na9","NGUYỄN ÁNH 9","nguyen-anh-9","NULL",0
"hn","HOÀNG NGUYÊN","hoang-nguyen","NULL",0
"vh","VŨ HOÀNG","vu-hoang","NULL",0
"td","THÔNG ĐẠT","thong-dat","NULL",0
"dca","DÂN CA ANH","dan-ca-anh","NULL",0
"ht","HOÀNG TRANG","hoang-trang","NULL",0
"tls","TRƯƠNG LÊ SƠN","truong-le-son","NULL",0
"gs","GIÁNG SON","giang-son","NULL",0
"nha","NGUYỄN HOÀI ANH","nguyen-hoai-anh","NULL",0
"tkt","TRẦN KIẾT TƯỜNG","tran-kiet-tuong","NULL",0
"tqs","TRẦN QUẾ SƠN","tran-que-son","NULL",0
"nhkt","NGUYỄN HIỀN, KIM TUẤN","nguyen-hien-kim-tuan","NULL",0
"bc","BẢO CHẤN","bao-chan","NULL",0
"nhhsa","NHẠC HOA HỒ SỨ ANH","nhac-hoa-ho-su-anh","NULL",0
"xl","XUÂN LONG","xuan-long","NULL",0
"ha","HOÀI AN","hoai-an","NULL",0
"vc","VIỄN CHÂU","vien-chau","NULL",0
"tl","TIẾN LỘC","tien-loc","NULL",0
"vs","VINH SỬ","vinh-su","NULL",0
"tk","THÁI KHANG","thai-khang","NULL",0
"bc","BẢO CHINH","bao-chinh","NULL",0
"nvtn","NGUYỄN VĂN THANH NHÃ","nguyen-van-thanh-nha","NULL",0
"hha","HỒ HOÀI ANH","ho-hoai-anh","NULL",0
"hp","HOÀNG PHƯƠNG","hoang-phuong","NULL",0
"qv","QUỐC VƯỢNG","quoc-vuong","NULL",0
"mk","MINH KHANG","minh-khang","NULL",0
"dt","ĐÀM THANH","dam-thanh","NULL",0
"qa","QUỐC AN","quoc-an","NULL",0
"vt","VĨNH TÂM","vinh-tam","NULL",0
"bcha","BẢO CHINH, HỒ A.DŨNG","bao-chinh-ho-adung","NULL",0
"nht","NGUYỄN HỒNG THUẬN","nguyen-hong-thuan","NULL",0
"ntc","NGUYỄN TRUNG CANG","nguyen-trung-cang","NULL",0
"hd","HUY DU","huy-du","NULL",0
"hc","HUY CƯỜNG","huy-cuong","NULL",0
"pac","PHẠM ANH CƯỜNG","pham-anh-cuong","NULL",0
"yv","Y VÂN","y-van","NULL",0
"th","TRƯỜNG HUY","truong-huy","NULL",0
"ntm","NGÔ THỤY MIÊN","ngo-thuy-mien","NULL",0
"vdc","VŨ DUY CƯƠNG","vu-duy-cuong","NULL",0
"vqb","VŨ QUỐC BẢO","vu-quoc-bao","NULL",0
"tgk","TRỊNH GIA KIỆT","trinh-gia-kiet","NULL",0
"hx","HỮU XUÂN","huu-xuan","NULL",0
"gb","GOUNOD, BACH","gounod-bach","NULL",0
"fs","FRANZ SCHUBERT","franz-schubert","NULL",0
"hl","HUYỀN LINH","huyen-linh","NULL",0
"lhb","LƯƠNG HỮU BÍCH","luong-huu-bich","NULL",0
"pt","PHẠM TUYÊN","pham-tuyen","NULL",0
"dcpt","DÂN CA PHÚ THỌ","dan-ca-phu-tho","NULL",0
"hxl","HỒNG XƯƠNG LONG","hong-xuong-long","NULL",0
"ht","HUY THỤC","huy-thuc","NULL",0
"ty","THUẬN YẾN","thuan-yen","NULL",0
"lnv","LƯ NHẤT VŨ","lu-nhat-vu","NULL",0
"vc","VĂN CAO","van-cao","NULL",0
"ndk","NHẬT ĐĂNG KHOA","nhat-dang-khoa","NULL",0
"kb","KHÁNH BĂNG","khanh-bang","NULL",0
"p1","PHẦN 1","phan-1","NULL",0
"p2","PHẦN 2","phan-2","NULL",0
"p3","PHẦN 3","phan-3","NULL",0
"p4","PHẦN 4","phan-4","NULL",0
"p5","PHẦN 5","phan-5","NULL",0
"p6","PHẦN 6","phan-6","NULL",0
"nn","NGUYÊN NHUNG","nguyen-nhung","NULL",0
"ttm","TRƯƠNG TUYẾT MAI","truong-tuyet-mai","NULL",0
"kl","KIM LONG","kim-long","NULL",0
"ptb","PHẠM TRẦN BẢNG","pham-tran-bang","NULL",0
"vt","VŨ THANH","vu-thanh","NULL",0
"vk","VĂN KÝ","van-ky","NULL",0
"at","AN THUYÊN","an-thuyen","NULL",0
"xh","XUÂN HỒNG","xuan-hong","NULL",0
"cmk","CHU MINH KÝ","chu-minh-ky","NULL",0
"ptc","PHẠM TRỌNG CẦU","pham-trong-cau","NULL",0
"dmt","DIỆP MINH TUYỀN","diep-minh-tuyen","NULL",0
