"wildcard","name","slug_name","description",cover_image_id
"lnvt","Lm Nguyen Van Tuyen","lm-nguyen-van-tuyen","NULL",0
"mr","Mr Reno","mr-reno","NULL",0
"tlv","Thai Lan Vien","thai-lan-vien","NULL",0
"aboc","Avatar Boy-Only C","avatar-boy-only-c","NULL",0
"ncppt","Nguyen Chan Phong-Pham Truong","nguyen-chan-phong-pham-truong","NULL",0
"tu","Thanh Uyen","thanh-uyen","NULL",0
"ntt","Nguyen Trung Thuong","nguyen-trung-thuong","NULL",0
"nmt","Ngo Mai Trang","ngo-mai-trang","NULL",0
"phtpn","Phan Hoang Tam-Phung Ngoc","phan-hoang-tam-phung-ngoc","NULL",0
"k","Kick","kick","NULL",0
"cthbn","Cuong Tom-Hoang Bao Nam","cuong-tom-hoang-bao-nam","NULL",0
"lssnt","La Suong Suong & Nhat Trung","la-suong-suong-nhat-trung","NULL",0
"hv","Ha Vy.OKF","ha-vyokf","NULL",0
"ngb","Nhom Goon Band","nhom-goon-band","NULL",0
"ctsd","Cao Trung-Song Diep","cao-trung-song-diep","NULL",0
"ctyss","Cao Trung-Y Song Song","cao-trung-y-song-song","NULL",0
"d","D&D","dd","NULL",0
"tvtd","Tony Viet-Truc Duy","tony-viet-truc-duy","NULL",0
"tk","Tuan KC","tuan-kc","NULL",0
"cshstt","Cao Sy Hung-Saka Truong Tuyen","cao-sy-hung-saka-truong-tuyen","NULL",0
"3cs","300 Ca Sy","300-ca-sy","NULL",0
"dttldl","Dang Tri Trung-Ly Dieu Linh","dang-tri-trung-ly-dieu-linh","NULL",0
"kpjj","Katy Perry-Juicy J","katy-perry-juicy-j","NULL",0
"tnta","Tan Nhan-Tuan Anh","tan-nhan-tuan-anh","NULL",0
"tmt","Ta Minh Tam","ta-minh-tam","NULL",0
"dr","Dung Roland","dung-roland","NULL",0
"tcchi","Tu Ca Chi Hoa Idol","tu-ca-chi-hoa-idol","NULL",0
"lv","Le Vuong","le-vuong","NULL",0
"h","HTK","htk","NULL",0
"bkvq","Bang Kieu & Van Quynh","bang-kieu-van-quynh","NULL",0
"akyp","Anh Khoa & Y Phuong","anh-khoa-y-phuong","NULL",0
"kv","Ky Vuong","ky-vuong","NULL",0
"hltts","Ho Le Thu & The Son","ho-le-thu-the-son","NULL",0
"ttut","Tran Tam-Uyen Trang","tran-tam-uyen-trang","NULL",0
"uttt","Uyen Trang& Tran Tam","uyen-trang-tran-tam","NULL",0
"ct","Chau Thanh","chau-thanh","NULL",0
"bcnha","Bang Cuong-Nguyen Hoang Anh","bang-cuong-nguyen-hoang-anh","NULL",0
"ptql","Phuong Thanh & Quang Linh","phuong-thanh-quang-linh","NULL",0
"mj","Mi Jun","mi-jun","NULL",0
"mnk","Mai Ngoc Khanh","mai-ngoc-khanh","NULL",0
"dt","Doan Truong","doan-truong","NULL",0
"vq","Van Quynh","van-quynh","NULL",0
"ha","Hai Anh","hai-anh","NULL",0
"thts","Thanh Ha & The Son","thanh-ha-the-son","NULL",0
"bshs","BigDaddy-Soobin Hoang Son","bigdaddy-soobin-hoang-son","NULL",0
"eth","Evan & Thuy Huong","evan-thuy-huong","NULL",0
"fb","FB Boiz","fb-boiz","NULL",0
"mt","Mai Tron","mai-tron","NULL",0
"dktt","Duy Khoa & Thuy Trang","duy-khoa-thuy-trang","NULL",0
"htdvo","Ho Trung Dung-Vy Oanh","ho-trung-dung-vy-oanh","NULL",0
"tha","Tran Hoang Anh","tran-hoang-anh","NULL",0
"qlnq","Quang Lê & Như Quỳnh","quang-le-nhu-quynh","NULL",0
"dc","David C","david-c","NULL",0
"bjz","Beyonce-Jay Z","beyonce-jay-z","NULL",0
"td","Truong Duy","truong-duy","NULL",0
"clpn","Che Linh & Phi Nhung","che-linh-phi-nhung","NULL",0
"td","Tuan Duc","tuan-duc","NULL",0
"lhlal","Lam Huynh-Luu Anh Loan","lam-huynh-luu-anh-loan","NULL",0
"ltqnl","Luong Tung Quang & Nhu Loan","luong-tung-quang-nhu-loan","NULL",0
"lu","Le Uyen","le-uyen","NULL",0
"dvhny","Dam Vinh Hung-Nhu Y","dam-vinh-hung-nhu-y","NULL",0
"lttth","Lam Truong-Tran Thu Ha","lam-truong-tran-thu-ha","NULL",0
"lt","Lam Truyen","lam-truyen","NULL",0
"mdts","Manh Dinh & Thao Suong","manh-dinh-thao-suong","NULL",0
"kn","Kannan Nguyen","kannan-nguyen","NULL",0
"ammlh","Anh Minh & Mai Le Huyen","anh-minh-mai-le-huyen","NULL",0
"dn","Dai Nhan","dai-nhan","NULL",0
"dllt","Diem Lien & Le Thu","diem-lien-le-thu","NULL",0
"db","Dinh Binh","dinh-binh","NULL",0
"dtt","Dao Trong Thinh","dao-trong-thinh","NULL",0
"tm","Thoai My","thoai-my","NULL",0
"tpvdn","Tuan Pham-Vo Dinh Nam","tuan-pham-vo-dinh-nam","NULL",0
"cp","Che Phong","che-phong","NULL",0
"t","ThanhLan","thanhlan","NULL",0
"ctsul","Cao Thai Son-Uyen Linh","cao-thai-son-uyen-linh","NULL",0
"ltpn","Linh Truc-Phuong Nhung","linh-truc-phuong-nhung","NULL",0
"qt","Quang Toan","quang-toan","NULL",0
"sdvtd","Sy Dan & Vu Tuan Duc","sy-dan-vu-tuan-duc","NULL",0
"td","Thien Dang","thien-dang","NULL",0
"jd","Jonny Dung","jonny-dung","NULL",0
"lt","Lo Thuy","lo-thuy","NULL",0
"tcnq","Tieu Chau Nhu Quynh","tieu-chau-nhu-quynh","NULL",0
"dnydg","Da Nhat Yen & Do Giang","da-nhat-yen-do-giang","NULL",0
"atst","Addy Tran-Si Thanh","addy-tran-si-thanh","NULL",0
"nqtl","Nhu Quynh-Tam Loan","nhu-quynh-tam-loan","NULL",0
"of","OnlyC ft","onlyc-ft","NULL",0
"olh","OnlyC & Lou Hoàng","onlyc-lou-hoang","NULL",0
"qt","Que Thuong","que-thuong","NULL",0
"ml","Minh Le","minh-le","NULL",0
"gblp","Gia Bin-Leo Phong","gia-bin-leo-phong","NULL",0
"dnlu","Dinh Ngoc & Le Uyen","dinh-ngoc-le-uyen","NULL",0
"ludn","Le Uyen & Dinh Ngoc","le-uyen-dinh-ngoc","NULL",0
"dtt","Duong Toan Thien","duong-toan-thien","NULL",0
"dntlv","Duong Ngoc Thai-Lam Vu","duong-ngoc-thai-lam-vu","NULL",0
"mtv","Ma Tuan Vy","ma-tuan-vy","NULL",0
"hl","huonng Lan","huonng-lan","NULL",0
"dpdldl","Dao Phi Duong-Ly Dieu Linh","dao-phi-duong-ly-dieu-linh","NULL",0
"w","Wony","wony","NULL",0
"glkv","Giao Linh & Khuong Vi","giao-linh-khuong-vi","NULL",0
"bpqm","Bich Phuong-Quoc Minh","bich-phuong-quoc-minh","NULL",0
"ttnn","Thu Thuy & Nhom N9","thu-thuy-nhom-n9","NULL",0
"hh","Hai Hoang","hai-hoang","NULL",0
"gb","GMC Band","gmc-band","NULL",0
"dkhl","Duy Khanh & Huong Lan","duy-khanh-huong-lan","NULL",0
"dv","Duy Vu","duy-vu","NULL",0
"s","Sandy","sandy","NULL",0
"lnm","Lam Nhat Minh","lam-nhat-minh","NULL",0
"vd","Viet Dzung","viet-dzung","NULL",0
"avct","Ai Van Chi Tai","ai-van-chi-tai","NULL",0
"klql","Khanh Loan-Quang Le","khanh-loan-quang-le","NULL",0
"hp","Hoang Phuc","hoang-phuc","NULL",0
"nmn","Nhom Mat Ngoc","nhom-mat-ngoc","NULL",0
"nqgh","Nhu Quynh & Gia Huy","nhu-quynh-gia-huy","NULL",0
"cgdx","CLB Giai Dieu Xanh","clb-giai-dieu-xanh","NULL",0
"lhna","Luong Huy-Nguyet Anh","luong-huy-nguyet-anh","NULL",0
"btdv","Bich Tuyen & Dinh Van","bich-tuyen-dinh-van","NULL",0
"tc","Tan Co","tan-co","NULL",0
"nnh","Nah-Nam Huong","nah-nam-huong","NULL",0
"bthl","Bich Thao-Hoai Linh","bich-thao-hoai-linh","NULL",0
"ktltl","Kim Tu Long & Tai Linh","kim-tu-long-tai-linh","NULL",0
"tnhuhp","Tra Ngoc Hang-Ung Hoang Phuc","tra-ngoc-hang-ung-hoang-phuc","NULL",0
"npvqv","Nhan Phuc Vinh-Que Van","nhan-phuc-vinh-que-van","NULL",0
"mh","Minh Hai","minh-hai","NULL",0
"y","Yzak","yzak","NULL",0
"snm","Son Ngoc Minh","son-ngoc-minh","NULL",0
"mtbk","Minh Tuyet & Bang Kieu","minh-tuyet-bang-kieu","NULL",0
"nsyk","Ngoc Son & Yen Khoa","ngoc-son-yen-khoa","NULL",0
"ddh","DoiTruong Dan Huy","doitruong-dan-huy","NULL",0
"bkhn","Bang Kieu-Hong Nhung","bang-kieu-hong-nhung","NULL",0
"dt","Dan Tam","dan-tam","NULL",0
"uhpyt","Ung Hoang Phuc-Yen Trang","ung-hoang-phuc-yen-trang","NULL",0
"atn","Andy Thanh & Nini","andy-thanh-nini","NULL",0
"lmtq","Lay Minh & Tu Quyen","lay-minh-tu-quyen","NULL",0
"nltth","Ngoc Lien-Tran Thai Hoa","ngoc-lien-tran-thai-hoa","NULL",0
"dthn","Dan Truong-Hong Ngoc","dan-truong-hong-ngoc","NULL",0
"an","Andy Nguyen","andy-nguyen","NULL",0
"r","Rihanna","rihanna","NULL",0
"lntlt","Lam Nhat Tien & Le Tam","lam-nhat-tien-le-tam","NULL",0
"tl","Tuong Lan","tuong-lan","NULL",0
"hlkgt","Huynh Lam & Kiun Gia Tuan","huynh-lam-kiun-gia-tuan","NULL",0
"lm","Le Minh","le-minh","NULL",0
"dqnl","Diem Quyen & Ngoc Linh","diem-quyen-ngoc-linh","NULL",0
"lnhsqt","Lam Ngoc Huynh-Sinti Quang Tung","lam-ngoc-huynh-sinti-quang-tung","NULL",0
"sctv","Son Ca & Tuan Vu","son-ca-tuan-vu","NULL",0
"clltmt","Cam Ly & Lam Truong & Minh Tuyet","cam-ly-lam-truong-minh-tuyet","NULL",0
"lvth","Lam Vu-Tuan Hung","lam-vu-tuan-hung","NULL",0
"b","Binz","binz","NULL",0
"td","Thu Duong","thu-duong","NULL",0
"kd","Kai Đinh","kai-dinh","NULL",0
"ot","Only T","only-t","NULL",0
"ltk","Lý Tuấn Kiệt","ly-tuan-kiet","NULL",0
"ln","Liya Nguyen","liya-nguyen","NULL",0
"hmh","Hoang Minh Hiep","hoang-minh-hiep","NULL",0
"ntt","Nguyen Thanh Truc","nguyen-thanh-truc","NULL",0
"lk","Le Khoa","le-khoa","NULL",0
"mp","Mun Pham","mun-pham","NULL",0
"hmt","Huynh Minh Thuy","huynh-minh-thuy","NULL",0
"tt","Thuy Top","thuy-top","NULL",0
"ccot","Cardin & Chosen One & Trish","cardin-chosen-one-trish","NULL",0
"phppt","Phạm Hồng Phước & Phương Trinh","pham-hong-phuoc-phuong-trinh","NULL",0
"bl","Bao Liem","bao-liem","NULL",0
"nkpt","Nguyen Khoi-Pham Truong","nguyen-khoi-pham-truong","NULL",0
"t","Tnn","tnn","NULL",0
"r","Riccyle","riccyle","NULL",0
"lndmv","Luu Ngoc Duyen-Minh Vuong","luu-ngoc-duyen-minh-vuong","NULL",0
"nkr","Nelly-Kelly Rowland","nelly-kelly-rowland","NULL",0
"dpln","Doan Phi & Le Nguyen","doan-phi-le-nguyen","NULL",0
"hltc","Huong Lan & Trung Chinh","huong-lan-trung-chinh","NULL",0
"mhph","My Huyen & Philip Huy","my-huyen-philip-huy","NULL",0
"tttv","Thanh Tuyen & Tuan Vu","thanh-tuyen-tuan-vu","NULL",0
"hlhb","Hand Leajung-Hoang Bach","hand-leajung-hoang-bach","NULL",0
"kh","Khang Hung","khang-hung","NULL",0
"nkhtt","Ngo Kien Huy-Thu Thuy","ngo-kien-huy-thu-thuy","NULL",0
"qt","Quynh Tram","quynh-tram","NULL",0
"dkpndv","Dinh Kien Phong-Nguyen Dinh Vu","dinh-kien-phong-nguyen-dinh-vu","NULL",0
"aala","Allen Ai & Lien Ai","allen-ai-lien-ai","NULL",0
"vkyl","Vu Khanh & Y Lan","vu-khanh-y-lan","NULL",0
"ctkt","Cao Thanh & Kha Tu","cao-thanh-kha-tu","NULL",0
"cthl","Chi Tam & Huong Lan","chi-tam-huong-lan","NULL",0
"hlmh","Hoang Lan & My Huyen","hoang-lan-my-huyen","NULL",0
"ktlyp","Kim Tu Long & Y Phung","kim-tu-long-y-phung","NULL",0
"jj","Jessie J","jessie-j","NULL",0
"u","UriBoo","uriboo","NULL",0
"kllal","Khang Le-Luu Anh Loan","khang-le-luu-anh-loan","NULL",0
"cldnt","Cam Ly-Duong Ngoc Thai","cam-ly-duong-ngoc-thai","NULL",0
"dhnt","Don Ho & Ngoc Thuy","don-ho-ngoc-thuy","NULL",0
"dng","Dang Nguyen GoBi","dang-nguyen-gobi","NULL",0
"lvlal","Lam Vu-Luu Anh Loan","lam-vu-luu-anh-loan","NULL",0
"lgr","Lady Gaga-R","lady-gaga-r","NULL",0
"cdk","Châu Đăng Khoa","chau-dang-khoa","NULL",0
"almklkb","Agatha Lee Monn-Katie Lopez-Kristen Bell","agatha-lee-monn-katie-lopez-kristen-bell","NULL",0
"dhyvht","Duong Hoang Yen-Vo Ha Tram","duong-hoang-yen-vo-ha-tram","NULL",0
"tcmh","Tuấn Cảnh & Mai Hậu","tuan-canh-mai-hau","NULL",0
"cllq","Che Linh-Le Quyen","che-linh-le-quyen","NULL",0
"mtyk","Mai Tuan & Yen Khoa","mai-tuan-yen-khoa","NULL",0
"jh","JC Hung","jc-hung","NULL",0
"ns","Nguyen Son","nguyen-son","NULL",0
"nka","Nguyen Kieu Anh","nguyen-kieu-anh","NULL",0
"mti","Minh Thuy Idol","minh-thuy-idol","NULL",0
"ttd","Tran Trung Duc","tran-trung-duc","NULL",0
"dntt","Dai Nhan-Thuy Tien","dai-nhan-thuy-tien","NULL",0
"qhbn","Quan Ho Bac Ninh","quan-ho-bac-ninh","NULL",0
"ym","Y Moan","y-moan","NULL",0
"tth","Thai Thanh Hiep","thai-thanh-hiep","NULL",0
"d","DBF","dbf","NULL",0
"ltm","Luong The Minh","luong-the-minh","NULL",0
"apjn","Akira Phan-Jolly Nguyen","akira-phan-jolly-nguyen","NULL",0
"lctndv","Le Chi Trung-Nguyen Dinh Vu","le-chi-trung-nguyen-dinh-vu","NULL",0
"v","Vmusic","vmusic","NULL",0
"dnt","Doan Ngoc Thao","doan-ngoc-thao","NULL",0
"tv","Thanh Vy","thanh-vy","NULL",0
"hgp","Ho Gia Phong","ho-gia-phong","NULL",0
"cthc","Chi Tai-Hoang Chau","chi-tai-hoang-chau","NULL",0
"hnn","Ho Ngoc Nhu","ho-ngoc-nhu","NULL",0
"qk","Quang Kieu","quang-kieu","NULL",0
"hatlnt","Hoang Anh Thu-Lam Nhat Tien","hoang-anh-thu-lam-nhat-tien","NULL",0
"dhs","Duy Hai-Sevinch","duy-hai-sevinch","NULL",0
"cdc","Che Dinh Cuong","che-dinh-cuong","NULL",0
"lvk","Lam Vinh Khang","lam-vinh-khang","NULL",0
"hnl","Huynh Nha Lam","huynh-nha-lam","NULL",0
"htdtn","Ho Trung Dung-Thanh Ngoc","ho-trung-dung-thanh-ngoc","NULL",0
"ah","Anh Hong","anh-hong","NULL",0
"cttc","Chien Thang-Tuan Cuong","chien-thang-tuan-cuong","NULL",0
"r","Romeo","romeo","NULL",0
"xa","Xuan Ai","xuan-ai","NULL",0
"clpd","Che Linh & Phuong Dung","che-linh-phuong-dung","NULL",0
"htlgm","Hong Truc & Lam Gia Minh","hong-truc-lam-gia-minh","NULL",0
"nhphq","Nguyen Hung & Phuong Hong Que","nguyen-hung-phuong-hong-que","NULL",0
"dvsb","Dinh Van & Si Ben","dinh-van-si-ben","NULL",0
"to","Thuc Oanh","thuc-oanh","NULL",0
"vdh","Võ Đình Hiếu","vo-dinh-hieu","NULL",0
"tt","Trung Thanh","trung-thanh","NULL",0
"dvhsdv","Dam Vinh Hung-Su Duy Vuong","dam-vinh-hung-su-duy-vuong","NULL",0
"hn","Hoang Nghia","hoang-nghia","NULL",0
"hnth","Hong Ngoc-Tuan Hung","hong-ngoc-tuan-hung","NULL",0
"hmvs","Huu Minh & Vinh Su","huu-minh-vinh-su","NULL",0
"pnmq","Phi Nhung & Mạnh Quỳnh","phi-nhung-manh-quynh","NULL",0
"hc","Hoai Chung","hoai-chung","NULL",0
"amltq","Anh Minh-Luong Tung Quang","anh-minh-luong-tung-quang","NULL",0
"hdtk","Hoang Dung & Tuan Khanh","hoang-dung-tuan-khanh","NULL",0
"lbnh","Luu Bich & Nguyen Hung","luu-bich-nguyen-hung","NULL",0
"dtk","Duong Tuan Khanh","duong-tuan-khanh","NULL",0
"hdm","Ho Duy Minh","ho-duy-minh","NULL",0
"knn","Kim Ny Ngoc","kim-ny-ngoc","NULL",0
"v","Vy","vy","NULL",0
"tcpn","Thai Chau & Phi Nhung","thai-chau-phi-nhung","NULL",0
"sm","Suong Mai","suong-mai","NULL",0
"hgi","Huong Giang Idol","huong-giang-idol","NULL",0
"t","TVM","tvm","NULL",0
"hmq","Ho Minh Quan","ho-minh-quan","NULL",0
"mhph","My Huyen & Phillip Huy","my-huyen-phillip-huy","NULL",0
"at","am Truong","am-truong","NULL",0
"amjn","Anh Minh-Justin Nguyen","anh-minh-justin-nguyen","NULL",0
"yn","Y Nhi","y-nhi","NULL",0
"dtltd","Dang The Luan-Tam Doan","dang-the-luan-tam-doan","NULL",0
"b","BCat","bcat","NULL",0
"5","5Focus","5focus","NULL",0
"tn","Truc Nhan","truc-nhan","NULL",0
"hlktpb","Ha Le-Kay Tran-Phuc Bo","ha-le-kay-tran-phuc-bo","NULL",0
"tcn","Tam Ca Nam","tam-ca-nam","NULL",0
"dkzz","Duy Khanh Zhou Zhou","duy-khanh-zhou-zhou","NULL",0
"nh","Ngan Hanh","ngan-hanh","NULL",0
"atvh","Anh Tho-Viet Hoan","anh-tho-viet-hoan","NULL",0
"h","Holla","holla","NULL",0
"hp","Hai Phong","hai-phong","NULL",0
"dd","Dinh Dang","dinh-dang","NULL",0
"ccc","Cao Cu Cuong","cao-cu-cuong","NULL",0
"bkhna","Bao Kun & Huy Nam (A#)","bao-kun-huy-nam-a","NULL",0
"r","Rumba","rumba","NULL",0
"hctn","Henry Chuc & Tommy Ngo","henry-chuc-tommy-ngo","NULL",0
"tk","The Korgis","the-korgis","NULL",0
"j","Journey","journey","NULL",0
"jslw","Jay Sean-Lil Wayne","jay-sean-lil-wayne","NULL",0
"rqg","Rebecca Quynh Giao","rebecca-quynh-giao","NULL",0
"akd","Anh Khoa & Dalena","anh-khoa-dalena","NULL",0
"dv","Dinh Vu","dinh-vu","NULL",0
"nvt","Nguyen Van Ty","nguyen-van-ty","NULL",0
"kttv","Kha Tu & Tuan Vu","kha-tu-tuan-vu","NULL",0
"mttl","Minh Tuyet & Trinh Lam","minh-tuyet-trinh-lam","NULL",0
"uhph","Ung Hoang Phuc& HAT","ung-hoang-phuc-hat","NULL",0
"ttwta","Toc Tien-Wanbi Tuan Anh","toc-tien-wanbi-tuan-anh","NULL",0
"hb","Hoang Bach","hoang-bach","NULL",0
"dmn","Dinh Manh Ninh","dinh-manh-ninh","NULL",0
"nq","Nhat Quan","nhat-quan","NULL",0
"bs","B Sily","b-sily","NULL",0
"dvq","Dinh Viet Quang","dinh-viet-quang","NULL",0
"sl","Song Luan","song-luan","NULL",0
"tm","Tuyet Mai","tuyet-mai","NULL",0
"adkp","Aslan Duc-Khanh Phuong","aslan-duc-khanh-phuong","NULL",0
"hathnh","Ha Anh Tuan-Ho Ngoc Ha","ha-anh-tuan-ho-ngoc-ha","NULL",0
"6cs","60 Ca Sy","60-ca-sy","NULL",0
"akt","Automic Khac Tri","automic-khac-tri","NULL",0
"tcn","Top Ca Nu","top-ca-nu","NULL",0
"btsc","Bui Thien & Son Ca","bui-thien-son-ca","NULL",0
"mh","Mai Huong","mai-huong","NULL",0
"bytt","Bao Yen & Thanh Tuyen","bao-yen-thanh-tuyen","NULL",0
"lcd2","Linh Cao & Den (2)","linh-cao-den-2","NULL",0
"s","Singer","singer","NULL",0
"dbapqvlt","Dung Bat Anh Phai Quen_vn_Lac Thien","dung-bat-anh-phai-quen-vn-lac-thien","NULL",0
"vta","Vu Tram Anh","vu-tram-anh","NULL",0
"tt","Tuan Tai","tuan-tai","NULL",0
"vl","Viet Lam","viet-lam","NULL",0
"dcvnvvd","Dung Cham Vao Nhau_vn_Van Du","dung-cham-vao-nhau-vn-van-du","NULL",0
"mdttb","Mr Dee-Trinh Thang Binh","mr-dee-trinh-thang-binh","NULL",0
"nta","Nguyen Thanh An","nguyen-thanh-an","NULL",0
"bcnka","Bang Cuong-Nhat Kim Anh","bang-cuong-nhat-kim-anh","NULL",0
"nktn","Nguyen Khoi-Thien Ngon","nguyen-khoi-thien-ngon","NULL",0
"kba","Khang Bao Anh","khang-bao-anh","NULL",0
"tcd","Truong Chi Dung","truong-chi-dung","NULL",0
"pntdh","Phuong Nghi-Truong Dan Huy","phuong-nghi-truong-dan-huy","NULL",0
"tm2","The Men (2)","the-men-2","NULL",0
"mtnt","Minh Tuyet-Nguyen Thang","minh-tuyet-nguyen-thang","NULL",0
"dtb","Diep Tieu Bang","diep-tieu-bang","NULL",0
"clnth","Chosen & Le Nguyen & Thuy Huong","chosen-le-nguyen-thuy-huong","NULL",0
"htb","Huyen Thoai Band","huyen-thoai-band","NULL",0
"klqqtv","Kim Le Quyen-Quach The Vinh","kim-le-quyen-quach-the-vinh","NULL",0
"hkt","Hoang Khanh Tan","hoang-khanh-tan","NULL",0
"dtvlt","Duong Trieu Vu-Lam Truong","duong-trieu-vu-lam-truong","NULL",0
"lhtt","Ly Hai & Thanh Thao","ly-hai-thanh-thao","NULL",0
"dp","Dinh Phong","dinh-phong","NULL",0
"lchlch","Lam Chan Hai-Lam Chan Huy","lam-chan-hai-lam-chan-huy","NULL",0
"wt","Wendy Thảo","wendy-thao","NULL",0
"btmtd","Bao Thach-Mai Tien Dung","bao-thach-mai-tien-dung","NULL",0
"pak","Pham Anh Khoa","pham-anh-khoa","NULL",0
"mdmh","Manh Dinh & My Huyen","manh-dinh-my-huyen","NULL",0
"kn","Kenny Nguyen","kenny-nguyen","NULL",0
"ddco","Doanh Doanh & Chosen One","doanh-doanh-chosen-one","NULL",0
"dnhtl","Dan Nguyen-Hoang Thuc Linh","dan-nguyen-hoang-thuc-linh","NULL",0
"dmnd","Du minh & Ngoc Dai","du-minh-ngoc-dai","NULL",0
"kakt","Ky Anh & Kha Tu","ky-anh-kha-tu","NULL",0
"qlmt","Quang Le-Minh Tuyet","quang-le-minh-tuyet","NULL",0
"ltpt","Lam Truong-Phuong Thanh","lam-truong-phuong-thanh","NULL",0
"hntb","Hong Nhung-Thanh Bui","hong-nhung-thanh-bui","NULL",0
"lmt","Luong Minh Trang","luong-minh-trang","NULL",0
"mp","Mai Phuong","mai-phuong","NULL",0
"dkny","Dang Khoi-Nhu Y","dang-khoi-nhu-y","NULL",0
"ldk","Luong Duy Kiet","luong-duy-kiet","NULL",0
"k","Khaly","khaly","NULL",0
"st","Son Tung","son-tung","NULL",0
"bhpp","Bao Han-Phi Phi","bao-han-phi-phi","NULL",0
"dbt","Duong Buu Trung","duong-buu-trung","NULL",0
"nq","Ngoc Quynh","ngoc-quynh","NULL",0
"tmyp","Thao My & Y Phung","thao-my-y-phung","NULL",0
"tm","Thao My","thao-my","NULL",0
"dvhtt","Dam Vinh Hung-Tina Tinh","dam-vinh-hung-tina-tinh","NULL",0
"dn","Danny Nguyen","danny-nguyen","NULL",0
"nhtttv","Nguyen Hong Thuan-Truong The Vinh","nguyen-hong-thuan-truong-the-vinh","NULL",0
"tdh","Truong Dai Hai","truong-dai-hai","NULL",0
"btb","Buc Tuong Band","buc-tuong-band","NULL",0
"bl","Bao Linh","bao-linh","NULL",0
"htth","Hoang Tam & Thuy Huong","hoang-tam-thuy-huong","NULL",0
"dntgt","Duong Ngoc Thai-Giang Tien","duong-ngoc-thai-giang-tien","NULL",0
"lcvlnh","Luu Chi Vy-Luu Ngoc Ha","luu-chi-vy-luu-ngoc-ha","NULL",0
"ghtt","Gia Huy & Thanh Truc","gia-huy-thanh-truc","NULL",0
"htsdta","Hoai Tran & Sy Dan & Tram Anh","hoai-tran-sy-dan-tram-anh","NULL",0
"tcn","Tam Ca Nu","tam-ca-nu","NULL",0
"tn","Thuy Nga","thuy-nga","NULL",0
"pnqt","Phi Nhung & Quoc Tuan","phi-nhung-quoc-tuan","NULL",0
"qbttl","Quang Binh & Trang Thanh Lan","quang-binh-trang-thanh-lan","NULL",0
"thvt","Thuy Hang & Vu Tuan","thuy-hang-vu-tuan","NULL",0
"tb","Thanh Bui","thanh-bui","NULL",0
"ht","Hieu Trung","hieu-trung","NULL",0
"hc","Huyen Chau","huyen-chau","NULL",0
"ac","Anh Chuong","anh-chuong","NULL",0
"nnb","Nhật Nguyệt Band","nhat-nguyet-band","NULL",0
"tp","Tuy Phong","tuy-phong","NULL",0
"ctph","Chau Thanh & Phuong Hang","chau-thanh-phuong-hang","NULL",0
"htxqk","Ha Thanh Xuan-Quoc Khanh","ha-thanh-xuan-quoc-khanh","NULL",0
"lpql","Lan Phuong & Quang Linh","lan-phuong-quang-linh","NULL",0
"lhvs","Le Huong & Vu Son","le-huong-vu-son","NULL",0
"thtv","Thanh Huyen & Truong Vu","thanh-huyen-truong-vu","NULL",0
"5dknbnvtd","5 Dong Ke-Nhom Be Nhac Vien-Tung Duong","5-dong-ke-nhom-be-nhac-vien-tung-duong","NULL",0
"kwq","Karik-Windy Quyen","karik-windy-quyen","NULL",0
"f","F(x)","fx","NULL",0
"nhdvv","Nguyen Hoang Duy-Viet Vu","nguyen-hoang-duy-viet-vu","NULL",0
"j","Jenny","jenny","NULL",0
"lckvtk","Lam Chan Khang & Vinh Thuyen Kim","lam-chan-khang-vinh-thuyen-kim","NULL",0
"dtllntnh","Dang The Luan & Lam Nhat Tien & Ngoc Ha","dang-the-luan-lam-nhat-tien-ngoc-ha","NULL",0
"dkn","Doan Khanh Nguyen","doan-khanh-nguyen","NULL",0
"dnl","Duy Nam-LEG","duy-nam-leg","NULL",0
"mln","Mai Linh Nham","mai-linh-nham","NULL",0
"shlfr","Suni Ha Linh ft R.Tee","suni-ha-linh-ft-rtee","NULL",0
"mtd","M-TP-DeePink","m-tp-deepink","NULL",0
"phdttb","Pham Hoang Duy-Trinh Thang Binh","pham-hoang-duy-trinh-thang-binh","NULL",0
"tbhd","Thăng Bình & Hoàng Duy","thang-binh-hoang-duy","NULL",0
"lgh","Luong Gian Hung","luong-gian-hung","NULL",0
"g","GMC","gmc","NULL",0
"dlth","Diem Lien & Tuan Hai","diem-lien-tuan-hai","NULL",0
"ltmt","Lam Truong & Minh Tuyet","lam-truong-minh-tuyet","NULL",0
"thn","Trung Hanh & Nini","trung-hanh-nini","NULL",0
"lm","Lang Minh","lang-minh","NULL",0
"sp","Sy Phu","sy-phu","NULL",0
"at","Anh Tan","anh-tan","NULL",0
"hv","Hong Van","hong-van","NULL",0
"tttq","Thanh Truc & Tu Quyen","thanh-truc-tu-quyen","NULL",0
"hpht","Ha Phuong-Huong Thuy","ha-phuong-huong-thuy","NULL",0
"pmcqntl","Phuong My Chi-Que Nhu-Tan Loi","phuong-my-chi-que-nhu-tan-loi","NULL",0
"tnssm","Top Nu Suc Song Moi","top-nu-suc-song-moi","NULL",0
"adqh","Anh Dung & Quynh Huong","anh-dung-quynh-huong","NULL",0
"tq","Tường Quân","tuong-quan","NULL",0
"cgcnp","Chu Gia Cuong-Nguyen Phong","chu-gia-cuong-nguyen-phong","NULL",0
"thtp","Thanh Huyen & Trong Phuc","thanh-huyen-trong-phuc","NULL",0
